Date,Regions,mean_pixel_val
2020-11-30,Sacramento,NA
2020-11-30,San Joaquin,NA
2020-12-01,Central Delta,NA
2020-12-01,Sacramento,NA
2020-12-01,San Joaquin,NA
2020-12-02,Central Delta,0
2020-12-02,Sacramento,0.5826967358589172
2020-12-02,San Joaquin,0
2020-12-03,Central Delta,0
2020-12-03,Sacramento,0
2020-12-03,San Joaquin,0
2020-12-04,Central Delta,NA
2020-12-04,Sacramento,NA
2020-12-04,San Joaquin,NA
2020-12-05,Central Delta,0
2020-12-05,Sacramento,0.5903726816177368
2020-12-05,San Joaquin,0
2020-12-06,Central Delta,0
2020-12-06,Sacramento,0.5849764943122864
2020-12-06,San Joaquin,0
2020-12-07,Central Delta,1.7511111497879028
2020-12-07,Sacramento,2.620445966720581
2020-12-07,San Joaquin,3.9217441082000732
2020-12-08,Central Delta,NA
2020-12-08,Sacramento,NA
2020-12-08,San Joaquin,NA
2020-12-09,Central Delta,1.3754512071609497
2020-12-09,Sacramento,1.822771668434143
2020-12-09,San Joaquin,0
2020-12-10,Central Delta,0.22580644488334656
2020-12-10,Sacramento,1.0282896757125854
2020-12-10,San Joaquin,0
2020-12-11,Central Delta,NA
2020-12-11,Sacramento,NA
2020-12-11,San Joaquin,NA
2020-12-12,Central Delta,NA
2020-12-12,Sacramento,NA
2020-12-12,San Joaquin,NA
2020-12-13,Central Delta,NA
2020-12-13,Sacramento,NA
2020-12-13,San Joaquin,NA
2020-12-14,Central Delta,0
2020-12-14,Sacramento,1.0526843834668398e-4
2020-12-14,San Joaquin,0
2020-12-15,Central Delta,NA
2020-12-15,Sacramento,NA
2020-12-15,San Joaquin,NA
2020-12-16,Central Delta,NA
2020-12-16,Sacramento,NA
2020-12-16,San Joaquin,NA
2020-12-17,Central Delta,0
2020-12-17,Sacramento,0.5421741008758545
2020-12-17,San Joaquin,0
2020-12-18,Central Delta,0
2020-12-18,Sacramento,0.5371853113174438
2020-12-18,San Joaquin,0
2020-12-19,Central Delta,NA
2020-12-19,Sacramento,NA
2020-12-19,San Joaquin,NA
2020-12-20,Central Delta,NA
2020-12-20,Sacramento,NA
2020-12-20,San Joaquin,NA
2020-12-21,Central Delta,NA
2020-12-21,Sacramento,NA
2020-12-21,San Joaquin,NA
2020-12-22,Central Delta,NA
2020-12-22,Sacramento,NA
2020-12-22,San Joaquin,NA
2020-12-23,Central Delta,NA
2020-12-23,Sacramento,NA
2020-12-23,San Joaquin,NA
2020-12-24,Central Delta,NA
2020-12-24,Sacramento,NA
2020-12-24,San Joaquin,NA
2020-12-25,Central Delta,NA
2020-12-25,Sacramento,NA
2020-12-25,San Joaquin,NA
2020-12-26,Central Delta,0
2020-12-26,Sacramento,0
2020-12-26,San Joaquin,0
2020-12-27,Central Delta,NA
2020-12-27,Sacramento,NA
2020-12-27,San Joaquin,NA
2020-12-28,Central Delta,NA
2020-12-28,Sacramento,NA
2020-12-28,San Joaquin,NA
2020-12-29,Central Delta,0.39952534437179565
2020-12-29,Sacramento,0.6800795793533325
2020-12-29,San Joaquin,0.6839923858642578
2020-12-30,Central Delta,NA
2020-12-30,Sacramento,0
2020-12-30,San Joaquin,NA
2020-12-31,Central Delta,NA
2020-12-31,Sacramento,NA
2020-12-31,San Joaquin,NA
2021-05-01,Central Delta,0.029739776626229286
2021-05-01,Sacramento,0.8807830810546875
2021-05-01,San Joaquin,0
2021-05-02,Central Delta,0.7833333611488342
2021-05-02,Sacramento,1.009064793586731
2021-05-02,San Joaquin,0
2021-05-03,Central Delta,NA
2021-05-03,Sacramento,NA
2021-05-03,San Joaquin,NA
2021-05-04,Central Delta,NA
2021-05-04,Sacramento,NA
2021-05-04,San Joaquin,NA
2021-05-05,Central Delta,0
2021-05-05,Sacramento,1.0337666273117065
2021-05-05,San Joaquin,0
2021-05-06,Central Delta,0
2021-05-06,Sacramento,1.1437740325927734
2021-05-06,San Joaquin,0
2021-05-07,Central Delta,NA
2021-05-07,Sacramento,NA
2021-05-07,San Joaquin,NA
2021-05-08,Central Delta,NA
2021-05-08,Sacramento,NA
2021-05-08,San Joaquin,NA
2021-05-09,Central Delta,0
2021-05-09,Sacramento,0.5658316016197205
2021-05-09,San Joaquin,0
2021-05-10,Central Delta,1.3380951881408691
2021-05-10,Sacramento,0.6856168508529663
2021-05-10,San Joaquin,0
2021-05-11,Central Delta,NA
2021-05-11,Sacramento,NA
2021-05-11,San Joaquin,NA
2021-05-12,Central Delta,NA
2021-05-12,Sacramento,NA
2021-05-12,San Joaquin,NA
2021-05-13,Central Delta,0
2021-05-13,Sacramento,0.7098142504692078
2021-05-13,San Joaquin,0
2021-05-14,Central Delta,0
2021-05-14,Sacramento,0
2021-05-14,San Joaquin,0
2021-05-15,Central Delta,NA
2021-05-15,Sacramento,NA
2021-05-15,San Joaquin,NA
2021-05-16,Central Delta,0
2021-05-16,Sacramento,0
2021-05-16,San Joaquin,0
2021-05-17,Central Delta,2.1624999046325684
2021-05-17,Sacramento,0
2021-05-17,San Joaquin,0
2021-05-18,Central Delta,6.901960849761963
2021-05-18,Sacramento,0
2021-05-18,San Joaquin,0
2021-05-19,Central Delta,NA
2021-05-19,Sacramento,NA
2021-05-19,San Joaquin,NA
2021-05-20,Central Delta,0
2021-05-20,Sacramento,0
2021-05-20,San Joaquin,0
2021-05-21,Central Delta,10.165326118469238
2021-05-21,Sacramento,0.15723223984241486
2021-05-21,San Joaquin,0
2021-05-22,Central Delta,13.074257850646973
2021-05-22,Sacramento,0
2021-05-22,San Joaquin,0
2021-05-23,Central Delta,NA
2021-05-23,Sacramento,NA
2021-05-23,San Joaquin,NA
2021-05-24,Central Delta,8.37890625
2021-05-24,Sacramento,0.4007970988750458
2021-05-24,San Joaquin,0
2021-05-25,Central Delta,2.8602523803710937
2021-05-25,Sacramento,0.6773736476898193
2021-05-25,San Joaquin,0
2021-05-26,Central Delta,NA
2021-05-26,Sacramento,NA
2021-05-26,San Joaquin,NA
2021-05-27,Central Delta,NA
2021-05-27,Sacramento,NA
2021-05-27,San Joaquin,NA
2021-05-28,Central Delta,0.8645496368408203
2021-05-28,Sacramento,0
2021-05-28,San Joaquin,0
2021-05-29,Central Delta,0.8185483813285828
2021-05-29,Sacramento,0.6278138160705566
2021-05-29,San Joaquin,0
2021-05-30,Central Delta,NA
2021-05-30,Sacramento,NA
2021-05-30,San Joaquin,NA
2021-05-31,Central Delta,NA
2021-05-31,Sacramento,NA
2021-05-31,San Joaquin,NA
2021-06-01,Central Delta,0.7975565791130066
2021-06-01,Sacramento,0.5149654746055603
2021-06-01,San Joaquin,0
2021-06-02,Central Delta,1.6333333253860474
2021-06-02,Sacramento,0
2021-06-02,San Joaquin,0
2021-06-03,Central Delta,NA
2021-06-03,Sacramento,NA
2021-06-03,San Joaquin,NA
2021-06-04,Central Delta,NA
2021-06-04,Sacramento,NA
2021-06-04,San Joaquin,NA
2021-06-05,Central Delta,2.1006832122802734
2021-06-05,Sacramento,NA
2021-06-05,San Joaquin,0
2021-06-06,Central Delta,0
2021-06-06,Sacramento,0
2021-06-06,San Joaquin,0
2021-06-07,Central Delta,NA
2021-06-07,Sacramento,NA
2021-06-07,San Joaquin,NA
2021-06-08,Central Delta,NA
2021-06-08,Sacramento,NA
2021-06-08,San Joaquin,NA
2021-06-09,Central Delta,1.2352941036224365
2021-06-09,Sacramento,0.04547616094350815
2021-06-09,San Joaquin,0.9211193919181824
2021-06-10,Central Delta,3.9186604022979736
2021-06-10,Sacramento,0
2021-06-10,San Joaquin,0
2021-06-11,Central Delta,NA
2021-06-11,Sacramento,NA
2021-06-11,San Joaquin,NA
2021-06-12,Central Delta,0
2021-06-12,Sacramento,0
2021-06-12,San Joaquin,0
2021-06-13,Central Delta,0
2021-06-13,Sacramento,0.22999104857444763
2021-06-13,San Joaquin,0
2021-06-14,Central Delta,0
2021-06-14,Sacramento,0
2021-06-14,San Joaquin,0
2021-06-15,Central Delta,NA
2021-06-15,Sacramento,NA
2021-06-15,San Joaquin,NA
2021-06-16,Central Delta,0
2021-06-16,Sacramento,0
2021-06-16,San Joaquin,0
2021-06-17,Central Delta,0
2021-06-17,Sacramento,0.6346650123596191
2021-06-17,San Joaquin,0
2021-06-18,Central Delta,0
2021-06-18,Sacramento,0
2021-06-18,San Joaquin,0
2021-06-19,Central Delta,NA
2021-06-19,Sacramento,NA
2021-06-19,San Joaquin,NA
2021-06-20,Central Delta,0
2021-06-20,Sacramento,0.1544417440891266
2021-06-20,San Joaquin,0
2021-06-21,Central Delta,0
2021-06-21,Sacramento,0
2021-06-21,San Joaquin,0
2021-06-22,Central Delta,NA
2021-06-22,Sacramento,NA
2021-06-22,San Joaquin,NA
2021-06-23,Central Delta,NA
2021-06-23,Sacramento,NA
2021-06-23,San Joaquin,NA
2021-06-24,Central Delta,1.751937985420227
2021-06-24,Sacramento,0
2021-06-24,San Joaquin,0
2021-06-25,Central Delta,2.6034483909606934
2021-06-25,Sacramento,0
2021-06-25,San Joaquin,0
2021-06-26,Central Delta,NA
2021-06-26,Sacramento,NA
2021-06-26,San Joaquin,NA
2021-06-27,Central Delta,NA
2021-06-27,Sacramento,NA
2021-06-27,San Joaquin,NA
2021-06-28,Central Delta,1.1206225156784058
2021-06-28,Sacramento,0
2021-06-28,San Joaquin,0
2021-06-29,Central Delta,2.4285714626312256
2021-06-29,Sacramento,0
2021-06-29,San Joaquin,0
2021-06-30,Central Delta,NA
2021-06-30,Sacramento,NA
2021-06-30,San Joaquin,NA
2021-07-01,Central Delta,NA
2021-07-01,Sacramento,NA
2021-07-01,San Joaquin,NA
2021-07-02,Central Delta,1.0952380895614624
2021-07-02,Sacramento,0
2021-07-02,San Joaquin,0
2021-07-03,Central Delta,4.163793087005615
2021-07-03,Sacramento,0
2021-07-03,San Joaquin,0
2021-07-04,Central Delta,NA
2021-07-04,Sacramento,NA
2021-07-04,San Joaquin,NA
2021-07-05,Central Delta,NA
2021-07-05,Sacramento,NA
2021-07-05,San Joaquin,NA
2021-07-06,Central Delta,7.198276042938232
2021-07-06,Sacramento,0
2021-07-06,San Joaquin,0
2021-07-07,Central Delta,26.742738723754883
2021-07-07,Sacramento,0
2021-07-07,San Joaquin,0
2021-07-08,Central Delta,NA
2021-07-08,Sacramento,NA
2021-07-08,San Joaquin,NA
2021-07-09,Central Delta,0
2021-07-09,Sacramento,0
2021-07-09,San Joaquin,0
2021-07-10,Central Delta,5.769911289215088
2021-07-10,Sacramento,0
2021-07-10,San Joaquin,0
2021-07-11,Central Delta,16.033557891845703
2021-07-11,Sacramento,0
2021-07-11,San Joaquin,0
2021-07-12,Central Delta,NA
2021-07-12,Sacramento,NA
2021-07-12,San Joaquin,NA
2021-07-13,Central Delta,9.9365081787109375
2021-07-13,Sacramento,0
2021-07-13,San Joaquin,0
2021-07-14,Central Delta,43.09223175048828
2021-07-14,Sacramento,0
2021-07-14,San Joaquin,0
2021-07-15,Central Delta,41.40449523925781
2021-07-15,Sacramento,0
2021-07-15,San Joaquin,0
2021-07-16,Central Delta,NA
2021-07-16,Sacramento,NA
2021-07-16,San Joaquin,NA
2021-07-17,Central Delta,30.1673641204834
2021-07-17,Sacramento,0
2021-07-17,San Joaquin,0
2021-07-18,Central Delta,43.421688079833984
2021-07-18,Sacramento,0
2021-07-18,San Joaquin,0
2021-07-19,Central Delta,NA
2021-07-19,Sacramento,NA
2021-07-19,San Joaquin,NA
2021-07-20,Central Delta,NA
2021-07-20,Sacramento,NA
2021-07-20,San Joaquin,NA
2021-07-21,Central Delta,60.38570785522461
2021-07-21,Sacramento,0
2021-07-21,San Joaquin,1.891302227973938
2021-07-22,Central Delta,NA
2021-07-22,Sacramento,NA
2021-07-22,San Joaquin,NA
2021-07-23,Central Delta,NA
2021-07-23,Sacramento,NA
2021-07-23,San Joaquin,NA
2021-07-24,Central Delta,NA
2021-07-24,Sacramento,NA
2021-07-24,San Joaquin,NA
2021-07-25,Central Delta,61.595123291015625
2021-07-25,Sacramento,0
2021-07-25,San Joaquin,0
2021-07-26,Central Delta,NA
2021-07-26,Sacramento,NA
2021-07-26,San Joaquin,NA
2021-07-27,Central Delta,NA
2021-07-27,Sacramento,NA
2021-07-27,San Joaquin,NA
2021-07-28,Central Delta,NA
2021-07-28,Sacramento,NA
2021-07-28,San Joaquin,NA
2021-07-29,Central Delta,84.50936126708984
2021-07-29,Sacramento,0
2021-07-29,San Joaquin,4.469879627227783
2021-07-30,Central Delta,97.71361541748047
2021-07-30,Sacramento,0
2021-07-30,San Joaquin,0
2021-07-31,Central Delta,NA
2021-07-31,Sacramento,NA
2021-07-31,San Joaquin,NA
2021-08-01,Central Delta,NA
2021-08-01,Sacramento,NA
2021-08-01,San Joaquin,NA
2021-08-02,Central Delta,64.52985382080078
2021-08-02,Sacramento,0
2021-08-02,San Joaquin,3.949091911315918
2021-08-03,Central Delta,74.55421447753906
2021-08-03,Sacramento,1.1081647872924805
2021-08-03,San Joaquin,18.90602684020996
2021-08-04,Central Delta,NA
2021-08-04,Sacramento,NA
2021-08-04,San Joaquin,NA
2021-08-05,Central Delta,0
2021-08-05,Sacramento,0
2021-08-05,San Joaquin,6.642739295959473
2021-08-06,Central Delta,63.233009338378906
2021-08-06,Sacramento,0
2021-08-06,San Joaquin,0
2021-08-07,Central Delta,NA
2021-08-07,Sacramento,NA
2021-08-07,San Joaquin,NA
2021-08-08,Central Delta,NA
2021-08-08,Sacramento,NA
2021-08-08,San Joaquin,NA
2021-08-09,Central Delta,59.173583984375
2021-08-09,Sacramento,0
2021-08-09,San Joaquin,1.8019320964813232
2021-08-10,Central Delta,58.95121765136719
2021-08-10,Sacramento,0
2021-08-10,San Joaquin,5.585474491119385
2021-08-11,Central Delta,62.49746322631836
2021-08-11,Sacramento,0
2021-08-11,San Joaquin,0
2021-08-12,Central Delta,NA
2021-08-12,Sacramento,NA
2021-08-12,San Joaquin,NA
2021-08-13,Central Delta,62.83913040161133
2021-08-13,Sacramento,0
2021-08-13,San Joaquin,0
2021-08-14,Central Delta,78.71904754638672
2021-08-14,Sacramento,0
2021-08-14,San Joaquin,0
2021-08-15,Central Delta,NA
2021-08-15,Sacramento,NA
2021-08-15,San Joaquin,NA
2021-08-16,Central Delta,NA
2021-08-16,Sacramento,NA
2021-08-16,San Joaquin,NA
2021-08-17,Central Delta,NA
2021-08-17,Sacramento,0
2021-08-17,San Joaquin,NA
2021-08-18,Central Delta,NA
2021-08-18,Sacramento,NA
2021-08-18,San Joaquin,NA
2021-08-19,Central Delta,NA
2021-08-19,Sacramento,NA
2021-08-19,San Joaquin,NA
2021-08-20,Central Delta,NA
2021-08-20,Sacramento,NA
2021-08-20,San Joaquin,NA
2021-08-21,Central Delta,27.495725631713867
2021-08-21,Sacramento,0
2021-08-21,San Joaquin,1.2249540090560913
2021-08-22,Central Delta,33.7807502746582
2021-08-22,Sacramento,0
2021-08-22,San Joaquin,1.389298439025879
2021-08-23,Central Delta,NA
2021-08-23,Sacramento,NA
2021-08-23,San Joaquin,NA
2021-08-24,Central Delta,NA
2021-08-24,Sacramento,NA
2021-08-24,San Joaquin,NA
2021-08-25,Central Delta,18.607017517089844
2021-08-25,Sacramento,0.6796011924743652
2021-08-25,San Joaquin,10.225922584533691
2021-08-26,Central Delta,19.89655113220215
2021-08-26,Sacramento,0
2021-08-26,San Joaquin,2.5943286418914795
2021-08-27,Central Delta,NA
2021-08-27,Sacramento,NA
2021-08-27,San Joaquin,NA
2021-08-28,Central Delta,NA
2021-08-28,Sacramento,NA
2021-08-28,San Joaquin,NA
2021-08-29,Central Delta,11.876651763916016
2021-08-29,Sacramento,0
2021-08-29,San Joaquin,0
2021-08-30,Central Delta,9.53990650177002
2021-08-30,Sacramento,0
2021-08-30,San Joaquin,0
2021-08-31,Central Delta,NA
2021-08-31,Sacramento,NA
2021-08-31,San Joaquin,NA
2021-09-01,Central Delta,0
2021-09-01,Sacramento,0
2021-09-01,San Joaquin,0
2021-09-02,Central Delta,6.513157844543457
2021-09-02,Sacramento,1.4169776439666748
2021-09-02,San Joaquin,0
2021-09-03,Central Delta,3.124378204345703
2021-09-03,Sacramento,0
2021-09-03,San Joaquin,0
2021-09-04,Central Delta,NA
2021-09-04,Sacramento,NA
2021-09-04,San Joaquin,NA
2021-09-05,Central Delta,1.9842519760131836
2021-09-05,Sacramento,0.6268966794013977
2021-09-05,San Joaquin,0
2021-09-06,Central Delta,2.295546531677246
2021-09-06,Sacramento,0
2021-09-06,San Joaquin,0
2021-09-07,Central Delta,0
2021-09-07,Sacramento,0
2021-09-07,San Joaquin,0
2021-09-08,Central Delta,NA
2021-09-08,Sacramento,NA
2021-09-08,San Joaquin,NA
2021-09-09,Central Delta,0
2021-09-09,Sacramento,0
2021-09-09,San Joaquin,0
2021-09-10,Central Delta,0
2021-09-10,Sacramento,0
2021-09-10,San Joaquin,0
2021-09-11,Central Delta,NA
2021-09-11,Sacramento,NA
2021-09-11,San Joaquin,NA
2021-09-12,Central Delta,NA
2021-09-12,Sacramento,NA
2021-09-12,San Joaquin,NA
2021-09-13,Central Delta,0
2021-09-13,Sacramento,1.1470080614089966
2021-09-13,San Joaquin,0
2021-09-14,Central Delta,0
2021-09-14,Sacramento,0
2021-09-14,San Joaquin,0
2021-09-15,Central Delta,NA
2021-09-15,Sacramento,NA
2021-09-15,San Joaquin,NA
2021-09-16,Central Delta,NA
2021-09-16,Sacramento,NA
2021-09-16,San Joaquin,NA
2021-09-17,Central Delta,0.30399999022483826
2021-09-17,Sacramento,0
2021-09-17,San Joaquin,0
2021-09-18,Central Delta,0
2021-09-18,Sacramento,0
2021-09-18,San Joaquin,0
2021-09-19,Central Delta,NA
2021-09-19,Sacramento,NA
2021-09-19,San Joaquin,NA
2021-09-20,Central Delta,NA
2021-09-20,Sacramento,NA
2021-09-20,San Joaquin,NA
2021-09-21,Central Delta,0
2021-09-21,Sacramento,0
2021-09-21,San Joaquin,0
2021-09-22,Central Delta,0
2021-09-22,Sacramento,0
2021-09-22,San Joaquin,0
2021-09-23,Central Delta,NA
2021-09-23,Sacramento,NA
2021-09-23,San Joaquin,NA
2021-09-24,Central Delta,NA
2021-09-24,Sacramento,NA
2021-09-24,San Joaquin,NA
2021-09-25,Central Delta,0
2021-09-25,Sacramento,0
2021-09-25,San Joaquin,0
2021-09-26,Central Delta,0
2021-09-26,Sacramento,0
2021-09-26,San Joaquin,0
2021-09-27,Central Delta,NA
2021-09-27,Sacramento,NA
2021-09-27,San Joaquin,NA
2021-09-28,Central Delta,0
2021-09-28,Sacramento,0
2021-09-28,San Joaquin,0
2021-09-29,Central Delta,0
2021-09-29,Sacramento,0
2021-09-29,San Joaquin,0
2021-09-30,Central Delta,0
2021-09-30,Sacramento,0
2021-09-30,San Joaquin,0
2021-10-01,Central Delta,NA
2021-10-01,Sacramento,NA
2021-10-01,San Joaquin,NA
2021-10-02,Central Delta,0
2021-10-02,Sacramento,0
2021-10-02,San Joaquin,0
2021-10-03,Central Delta,1.1691176891326904
2021-10-03,Sacramento,0
2021-10-03,San Joaquin,0
2021-10-04,Central Delta,12.619047164916992
2021-10-04,Sacramento,0
2021-10-04,San Joaquin,0
2021-10-05,Central Delta,NA
2021-10-05,Sacramento,NA
2021-10-05,San Joaquin,NA
2021-10-06,Central Delta,3.443037986755371
2021-10-06,Sacramento,0
2021-10-06,San Joaquin,0
2021-10-07,Central Delta,0.36231884360313416
2021-10-07,Sacramento,0
2021-10-07,San Joaquin,0
2021-10-08,Central Delta,NA
2021-10-08,Sacramento,NA
2021-10-08,San Joaquin,NA
2021-10-09,Central Delta,NA
2021-10-09,Sacramento,NA
2021-10-09,San Joaquin,NA
2021-10-10,Central Delta,0.4503847658634186
2021-10-10,Sacramento,0
2021-10-10,San Joaquin,0.43384167551994324
2021-10-11,Central Delta,0.4429824650287628
2021-10-11,Sacramento,0
2021-10-11,San Joaquin,2.0320279598236084
2021-10-12,Central Delta,NA
2021-10-12,Sacramento,NA
2021-10-12,San Joaquin,NA
2021-10-13,Central Delta,NA
2021-10-13,Sacramento,NA
2021-10-13,San Joaquin,NA
2021-10-14,Central Delta,0
2021-10-14,Sacramento,0.6101776361465454
2021-10-14,San Joaquin,0
2021-10-15,Central Delta,0
2021-10-15,Sacramento,0
2021-10-15,San Joaquin,0
2021-10-16,Central Delta,NA
2021-10-16,Sacramento,NA
2021-10-16,San Joaquin,NA
2021-10-17,Central Delta,NA
2021-10-17,Sacramento,NA
2021-10-17,San Joaquin,NA
2021-10-18,Central Delta,0
2021-10-18,Sacramento,0
2021-10-18,San Joaquin,0
2021-10-19,Central Delta,0
2021-10-19,Sacramento,0
2021-10-19,San Joaquin,0
2021-10-20,Central Delta,NA
2021-10-20,Sacramento,NA
2021-10-20,San Joaquin,NA
2021-10-21,Central Delta,NA
2021-10-21,Sacramento,NA
2021-10-21,San Joaquin,NA
2021-10-22,Central Delta,0
2021-10-22,Sacramento,0
2021-10-22,San Joaquin,NA
2021-10-23,Central Delta,0
2021-10-23,Sacramento,NA
2021-10-23,San Joaquin,0
2021-10-24,Central Delta,NA
2021-10-24,Sacramento,NA
2021-10-24,San Joaquin,NA
2021-10-25,Central Delta,0
2021-10-25,Sacramento,0
2021-10-25,San Joaquin,0
2021-10-26,Central Delta,0
2021-10-26,Sacramento,0
2021-10-26,San Joaquin,0
2021-10-27,Central Delta,0
2021-10-27,Sacramento,0
2021-10-27,San Joaquin,0
2021-10-28,Central Delta,NA
2021-10-28,Sacramento,NA
2021-10-28,San Joaquin,NA
